Education,Income,Kidhome,Teenhome,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Customer_For,Age,Spent,Living_With,TotalPurchases,Children,Family_Size,Is_Parent,Living_With_Descendants
Postgraduate,42000.0,0,0,23,124,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,0,1,431,34,653,Alone,20,0,1,0,No
Postgraduate,35860.0,1,1,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,0,201,48,49,Alone,6,2,3,1,Yes
Postgraduate,65526.0,0,1,22,397,19,69,12,0,9,1,4,4,8,2,0,0,0,0,0,0,0,32,57,506,Partner,17,1,3,1,Yes
Graduate,16860.0,1,1,19,10,4,4,3,3,14,3,1,1,3,7,0,0,0,0,0,0,0,727,60,38,Partner,8,2,4,1,Yes
Graduate,83528.0,0,0,7,530,117,678,134,44,147,1,4,10,8,1,1,0,0,1,0,0,1,335,29,1650,Alone,23,0,1,0,No
Undergraduate,64176.0,0,1,52,1215,33,249,64,116,149,8,8,9,8,6,0,0,0,0,0,0,0,1003,56,1826,Alone,33,1,2,1,Yes
Graduate,22304.0,0,0,91,3,2,7,0,4,2,1,1,0,2,8,0,0,0,0,0,0,0,972,65,18,Alone,4,0,1,0,No
Graduate,67023.0,0,0,93,444,44,382,11,8,17,1,3,7,13,2,0,0,0,0,0,1,0,247,43,906,Partner,24,0,2,0,No
Postgraduate,32892.0,1,0,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,0,195,50,46,Partner,8,1,3,1,Yes
Graduate,70713.0,0,1,23,736,114,279,82,76,190,6,5,6,8,3,0,0,0,0,0,0,0,999,55,1477,Partner,25,1,3,1,Yes
Graduate,59925.0,0,1,83,473,21,176,19,21,56,3,9,2,9,6,0,0,0,0,0,0,0,736,66,766,Partner,23,1,3,1,Yes
Graduate,39722.0,0,1,92,32,0,5,2,0,8,2,2,0,3,5,0,0,0,0,0,0,0,285,68,47,Partner,7,1,3,1,Yes
Graduate,46610.0,0,0,4,288,10,30,4,10,125,1,6,1,6,6,0,0,0,0,0,0,0,506,63,467,Partner,14,0,2,0,No
Graduate,88347.0,0,0,32,1050,178,555,77,138,118,1,4,7,9,1,0,0,0,1,0,0,0,639,60,2116,Partner,21,0,2,0,No
Postgraduate,87171.0,0,0,27,1001,44,107,58,44,44,1,6,7,11,2,1,0,1,0,0,0,0,700,40,1298,Partner,25,0,2,0,No
Undergraduate,26907.0,1,1,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,0,473,45,22,Partner,6,2,4,1,Yes
Postgraduate,50014.0,1,0,9,234,14,77,19,10,42,2,4,1,8,5,0,0,0,0,0,0,0,318,53,396,Alone,15,1,2,1,Yes
Postgraduate,41014.0,1,0,65,7,2,6,2,0,3,1,1,0,2,7,0,0,0,0,0,0,0,593,43,20,Partner,4,1,3,1,Yes
Graduate,66294.0,0,0,68,251,108,334,65,92,117,1,4,3,5,2,0,0,0,0,0,0,0,264,56,967,Alone,13,0,1,0,No
Graduate,36715.0,1,0,16,172,10,125,21,13,16,6,7,2,4,9,0,0,0,0,0,0,1,749,50,357,Partner,19,1,3,1,Yes
Graduate,79456.0,0,0,12,565,42,548,64,83,99,1,5,6,4,3,0,0,0,0,0,0,1,836,65,1401,Partner,16,0,2,0,No
Graduate,40479.0,1,0,95,5,0,8,2,0,0,1,0,0,3,4,0,0,0,0,0,0,0,476,39,15,Partner,4,1,3,1,Yes
Postgraduate,75345.0,0,0,16,918,57,842,99,38,133,1,5,8,6,3,0,0,0,1,0,0,1,672,51,2087,Alone,20,0,1,0,No
Graduate,54233.0,0,1,46,652,8,158,21,0,142,4,11,6,5,8,0,0,0,0,0,0,0,613,44,981,Partner,26,1,3,1,Yes
Graduate,24163.0,1,1,3,4,1,7,2,1,2,2,1,0,3,4,0,0,0,0,0,0,0,361,51,17,Alone,6,2,3,1,Yes
Postgraduate,84460.0,0,0,80,152,27,103,106,54,81,0,9,9,4,5,0,1,1,1,1,0,1,614,63,523,Partner,22,0,2,0,No
Graduate,43776.0,1,0,77,8,0,9,2,1,3,1,1,0,2,6,0,0,0,0,0,0,0,276,38,23,Partner,4,1,3,1,Yes
Postgraduate,71691.0,0,0,0,336,130,411,240,32,43,1,4,7,5,2,0,0,0,0,0,0,1,264,63,1192,Alone,17,0,1,0,No
Postgraduate,85844.0,0,0,62,938,19,843,25,95,38,1,6,6,7,2,0,0,1,0,0,0,0,191,48,1958,Partner,20,0,2,0,No
Postgraduate,39190.0,1,0,91,68,8,18,19,8,12,2,2,1,4,5,0,0,0,0,0,0,0,224,47,133,Alone,9,1,2,1,Yes
Graduate,71367.0,0,0,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,470,62,777,Partner,17,0,2,0,No
Postgraduate,38578.0,1,1,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,0,532,49,73,Alone,9,2,3,1,Yes
Postgraduate,57236.0,1,1,22,105,0,9,2,1,4,3,2,1,4,3,0,0,0,0,0,0,0,3,56,121,Partner,10,2,4,1,Yes
Graduate,61825.0,0,1,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,516,42,424,Alone,15,1,2,1,Yes
Graduate,79803.0,0,1,54,574,8,216,21,16,33,1,4,3,5,1,0,0,0,0,0,0,0,303,63,868,Alone,13,1,2,1,Yes
Undergraduate,80910.0,0,0,71,160,80,369,67,39,41,1,3,3,8,1,0,0,0,0,0,0,0,766,35,756,Alone,15,0,1,0,No
Postgraduate,27590.0,1,0,38,6,0,5,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,592,39,12,Partner,4,1,3,1,Yes
Graduate,56775.0,0,1,62,614,35,160,58,35,35,2,5,8,10,5,0,0,0,0,0,0,0,673,42,937,Partner,25,1,3,1,Yes
Graduate,83829.0,0,0,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1,483,46,1862,Alone,17,0,1,0,No
Undergraduate,54210.0,0,1,18,70,54,109,80,9,45,2,4,1,7,5,0,0,0,0,0,0,0,565,42,367,Partner,14,1,3,1,Yes
Graduate,38508.0,1,0,95,120,19,206,25,19,54,6,7,2,5,8,0,0,0,0,0,0,0,666,35,443,Partner,20,1,3,1,Yes
Graduate,53187.0,1,0,66,211,2,30,7,7,10,2,4,1,6,5,0,0,0,0,0,0,0,406,51,267,Partner,13,1,3,1,Yes
Graduate,30023.0,1,0,28,11,0,16,7,6,21,1,2,0,3,8,0,0,0,0,0,0,0,257,49,61,Partner,6,1,3,1,Yes
Postgraduate,76045.0,0,0,78,760,53,400,17,93,0,1,4,5,11,2,0,0,0,1,0,0,0,386,61,1323,Alone,21,0,1,0,No
Postgraduate,50870.0,0,1,13,53,0,8,0,0,2,1,2,0,3,5,0,0,0,0,0,0,0,170,69,63,Partner,6,1,3,1,Yes
Undergraduate,15315.0,0,0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,638,51,64,Partner,8,0,2,0,No
Undergraduate,65463.0,1,0,17,391,32,70,21,32,16,2,6,2,9,5,0,1,0,0,0,0,0,310,47,562,Partner,19,1,3,1,Yes
Graduate,66480.0,1,1,71,199,9,57,20,21,6,7,4,1,7,4,0,0,0,0,0,0,0,189,56,312,Partner,19,2,4,1,Yes
Graduate,76773.0,0,0,79,516,56,449,86,33,16,1,2,2,11,1,0,0,0,0,0,0,0,649,67,1156,Alone,16,0,1,0,No
Undergraduate,81698.0,0,0,1,709,45,115,30,160,45,1,8,2,5,5,0,0,0,1,0,0,1,702,38,1104,Alone,16,0,1,0,No
Postgraduate,54466.0,1,1,78,12,0,4,0,0,0,1,1,0,2,5,0,0,0,0,0,0,0,95,48,16,Alone,4,2,3,1,Yes
Postgraduate,98777.0,0,0,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,292,61,2008,Alone,19,0,1,0,No
Postgraduate,16269.0,1,0,75,19,3,18,3,1,0,3,3,0,3,8,0,0,0,0,0,0,0,463,37,44,Alone,9,1,2,1,Yes
Graduate,71819.0,0,1,70,1224,28,140,0,14,168,3,3,3,5,6,0,1,1,0,0,0,0,465,50,1574,Partner,14,1,3,1,Yes
Postgraduate,33569.0,1,0,10,16,2,18,3,0,24,1,1,1,2,8,1,0,0,0,0,0,1,416,38,63,Partner,5,1,3,1,Yes
Postgraduate,36262.0,0,0,24,88,39,54,64,28,153,1,3,5,3,6,1,0,0,0,0,0,1,442,38,426,Partner,12,0,2,0,No
Undergraduate,22634.0,0,0,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,0,689,55,96,Partner,6,0,2,0,No
Undergraduate,47025.0,0,1,98,508,11,59,23,5,29,5,11,1,6,9,0,0,0,0,0,0,0,362,43,635,Partner,23,1,3,1,Yes
Graduate,70566.0,0,1,4,381,28,215,84,28,21,2,6,5,9,3,0,0,0,0,0,0,0,544,53,757,Alone,22,1,2,1,Yes
Postgraduate,31605.0,1,0,15,74,0,42,2,1,6,2,2,1,4,7,0,0,0,0,0,0,0,744,42,125,Partner,9,1,3,1,Yes
Postgraduate,52034.0,1,1,67,146,0,93,7,13,73,5,4,2,5,7,0,0,0,0,0,0,0,568,48,332,Alone,16,2,3,1,Yes
Graduate,48526.0,1,0,32,23,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,0,347,42,135,Alone,8,1,2,1,Yes
Graduate,46734.0,0,1,40,110,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,0,0,748,67,330,Partner,14,1,3,1,Yes
Graduate,39552.0,1,1,54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,0,1,718,59,384,Alone,20,2,3,1,Yes
Graduate,86358.0,1,1,78,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,0,850,55,1722,Alone,18,2,3,1,Yes
Graduate,46931.0,2,1,94,41,0,17,3,1,16,2,1,1,3,3,0,0,0,0,0,0,0,226,44,78,Partner,7,3,5,1,Yes
Undergraduate,16581.0,0,0,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,0,370,36,24,Alone,4,0,1,0,No
Undergraduate,63998.0,0,0,42,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,0,1,351,69,1168,Alone,25,0,1,0,No
Postgraduate,67381.0,0,1,67,815,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,0,690,70,957,Partner,17,1,3,1,Yes
Graduate,25930.0,1,1,87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,422,54,15,Alone,4,2,3,1,Yes
Graduate,42693.0,1,0,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,0,153,43,57,Partner,5,1,3,1,Yes
Graduate,85606.0,0,1,89,717,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,0,0,725,45,1956,Partner,24,1,3,1,Yes
Graduate,72903.0,0,0,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,0,1,403,36,2013,Alone,21,0,1,0,No
Undergraduate,49669.0,1,0,97,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,0,196,47,326,Partner,14,1,3,1,Yes
Postgraduate,36778.0,1,1,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,0,942,53,77,Partner,9,2,4,1,Yes
Postgraduate,85696.0,0,0,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,641,59,1313,Alone,20,0,1,0,No
Postgraduate,10979.0,0,0,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0,198,32,30,Alone,8,0,1,0,No
Graduate,49678.0,0,1,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,0,672,60,315,Partner,14,1,3,1,Yes
Postgraduate,56129.0,0,1,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,0,534,68,660,Partner,22,1,3,1,Yes
Graduate,37155.0,1,0,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,0,674,32,74,Partner,7,1,3,1,Yes
Undergraduate,21282.0,1,0,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,0,31,43,46,Alone,7,1,2,1,Yes
Postgraduate,33419.0,0,1,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,0,476,59,86,Alone,8,1,2,1,Yes
Graduate,63285.0,0,0,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,0,574,76,1103,Alone,25,0,1,0,No
Postgraduate,21255.0,1,0,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,0,319,47,61,Partner,11,1,3,1,Yes
Graduate,42162.0,1,0,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,1,382,40,145,Partner,9,1,3,1,Yes
Graduate,54450.0,1,1,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,813,65,684,Partner,31,2,4,1,Yes
Postgraduate,57744.0,0,1,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,0,360,67,411,Partner,16,1,3,1,Yes
Graduate,26576.0,1,0,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,1,784,35,27,Alone,4,1,2,1,Yes
Postgraduate,57513.0,0,0,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,0,547,78,1060,Alone,27,0,1,0,No
Graduate,68142.0,0,1,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,0,829,57,1459,Partner,24,1,3,1,Yes
Graduate,7500.0,0,1,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,0,829,42,18,Partner,4,1,3,1,Yes
Graduate,83145.0,0,0,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,1,805,47,1833,Partner,26,0,2,0,No
Postgraduate,54197.0,0,1,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,0,277,61,237,Partner,12,1,3,1,Yes
Postgraduate,23091.0,1,1,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,0,192,58,48,Alone,10,2,3,1,Yes
Graduate,46049.0,1,1,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,1,503,45,515,Partner,26,2,4,1,Yes
Graduate,56715.0,0,0,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,0,938,47,1020,Partner,15,0,2,0,No
Graduate,79410.0,0,0,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,0,191,60,1370,Partner,11,0,2,0,No
Graduate,57304.0,0,1,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,0,398,70,1026,Partner,25,1,3,1,Yes
Graduate,44375.0,0,1,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,0,258,56,301,Partner,12,1,3,1,Yes
Graduate,54450.0,1,1,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,813,65,684,Partner,31,2,4,1,Yes
Graduate,59594.0,0,1,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,0,777,56,499,Partner,17,1,3,1,Yes
Graduate,80685.0,0,0,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,0,836,27,1004,Partner,21,0,2,0,No
Postgraduate,40344.0,0,1,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,0,419,47,218,Partner,12,1,3,1,Yes
Graduate,62710.0,0,1,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,0,562,49,606,Partner,22,1,3,1,Yes
Undergraduate,48985.0,0,1,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,0,578,53,75,Partner,6,1,3,1,Yes
Graduate,35322.0,1,2,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,0,836,53,106,Partner,9,3,5,1,Yes
Graduate,77142.0,0,0,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0,556,73,990,Partner,17,0,2,0,No
Graduate,81657.0,0,0,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,0,318,52,1097,Alone,16,0,1,0,No
Undergraduate,14421.0,0,0,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,0,292,25,16,Partner,4,0,2,0,No
Undergraduate,20130.0,0,0,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0,264,47,34,Partner,5,0,2,0,No
Postgraduate,74214.0,0,0,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,0,832,31,1711,Partner,16,0,2,0,No
Postgraduate,66726.0,1,1,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,0,5,64,438,Partner,17,2,4,1,Yes
Undergraduate,23724.0,1,0,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,0,492,42,75,Partner,7,1,3,1,Yes
Postgraduate,47353.0,0,1,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,0,388,61,225,Partner,13,1,3,1,Yes
Postgraduate,33444.0,1,1,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,1000,69,18,Partner,4,2,4,1,Yes
Graduate,54386.0,0,1,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,0,568,40,470,Partner,17,1,3,1,Yes
Graduate,28510.0,1,1,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,0,602,40,91,Alone,9,2,3,1,Yes
Postgraduate,90638.0,0,0,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,0,296,30,2525,Alone,18,0,1,0,No
Graduate,48070.0,0,1,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,0,692,71,504,Partner,19,1,3,1,Yes
Graduate,43140.0,0,1,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,0,584,64,235,Partner,11,1,3,1,Yes
Postgraduate,54959.0,0,1,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,1,686,60,1232,Alone,21,1,2,1,Yes
Undergraduate,15056.0,1,1,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,0,641,63,88,Alone,12,2,3,1,Yes
Graduate,26954.0,1,0,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,123,50,17,Alone,4,1,2,1,Yes
Graduate,22327.0,1,0,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,0,666,36,24,Alone,5,1,2,1,Yes
Graduate,44393.0,1,1,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,0,471,56,60,Partner,7,2,4,1,Yes
Postgraduate,62000.0,0,1,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,0,468,69,1020,Alone,26,1,2,1,Yes
Postgraduate,31497.0,0,1,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,907,59,155,Partner,10,1,3,1,Yes
Undergraduate,45894.0,0,2,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,0,282,47,51,Partner,5,2,4,1,Yes
Postgraduate,78579.0,0,0,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,1,714,51,1812,Alone,16,0,1,0,No
Postgraduate,67369.0,0,1,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,1,749,52,1461,Alone,25,1,2,1,Yes
Graduate,58401.0,0,1,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,0,230,61,96,Alone,6,1,2,1,Yes
Graduate,62307.0,0,1,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,0,292,69,160,Alone,9,1,2,1,Yes
Postgraduate,43641.0,1,1,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,0,593,52,139,Partner,10,2,4,1,Yes
Postgraduate,63841.0,0,1,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,594,53,908,Alone,22,1,2,1,Yes
Undergraduate,46891.0,0,1,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,696,56,183,Partner,8,1,3,1,Yes
Postgraduate,70091.0,1,0,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,0,615,52,1161,Partner,19,1,3,1,Yes
Postgraduate,78075.0,0,0,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,0,216,49,988,Partner,14,0,2,0,No
Undergraduate,59184.0,0,1,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,0,818,60,1072,Alone,27,1,2,1,Yes
Graduate,54809.0,1,1,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,0,392,44,174,Partner,12,2,4,1,Yes
Graduate,58113.0,0,1,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,0,680,62,758,Partner,22,1,3,1,Yes
Postgraduate,51412.0,0,1,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,0,340,63,195,Partner,11,1,3,1,Yes
Graduate,15287.0,1,0,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,787,42,31,Alone,6,1,2,1,Yes
Postgraduate,66636.0,0,0,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,0,476,64,1084,Partner,17,0,2,0,No
Postgraduate,50965.0,0,1,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,0,654,65,685,Partner,22,1,3,1,Yes
Postgraduate,84618.0,0,0,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,0,379,56,1672,Partner,26,0,2,0,No
Graduate,18351.0,0,0,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,0,403,31,43,Partner,6,0,2,0,No
Postgraduate,40451.0,0,2,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,0,293,64,49,Partner,5,2,4,1,Yes
Graduate,36317.0,0,1,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,0,563,56,133,Partner,9,1,3,1,Yes
Graduate,42213.0,0,1,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,0,361,64,363,Partner,15,1,3,1,Yes
Graduate,65748.0,0,1,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,0,600,66,545,Partner,18,1,3,1,Yes
Graduate,77044.0,0,1,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,0,405,49,1065,Partner,31,1,3,1,Yes
Graduate,74918.0,0,0,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,0,368,52,2047,Partner,21,0,2,0,No
Graduate,56721.0,1,1,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,0,766,49,296,Partner,15,2,4,1,Yes
Graduate,42160.0,1,1,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,1,526,46,140,Alone,11,2,3,1,Yes
Graduate,61559.0,0,1,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,0,507,56,530,Alone,17,1,2,1,Yes
Postgraduate,33629.0,1,1,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,0,850,58,152,Partner,13,2,4,1,Yes
Postgraduate,68682.0,0,0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,544,30,1598,Partner,24,0,2,0,No
Graduate,34377.0,0,1,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,0,686,58,114,Alone,8,1,2,1,Yes
Undergraduate,8940.0,1,0,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,0,836,35,101,Alone,10,1,2,1,Yes
Graduate,26228.0,1,0,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,0,440,48,25,Partner,4,1,3,1,Yes
Undergraduate,77297.0,0,0,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,0,679,64,789,Alone,22,0,1,0,No
Graduate,40211.0,1,1,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,0,494,40,87,Partner,7,2,4,1,Yes
Postgraduate,33438.0,1,1,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,0,440,63,90,Alone,11,2,3,1,Yes
Postgraduate,75032.0,0,1,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,0,587,62,1215,Partner,20,1,3,1,Yes
Postgraduate,61284.0,0,0,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,0,361,66,811,Alone,22,0,1,0,No
Graduate,22518.0,1,0,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,1,775,35,61,Partner,7,1,3,1,Yes
Postgraduate,54730.0,0,1,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,0,478,46,405,Partner,18,1,3,1,Yes
Postgraduate,38452.0,1,1,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,251,66,72,Partner,9,2,4,1,Yes
Graduate,44421.0,1,1,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,0,659,50,189,Alone,14,2,3,1,Yes
Postgraduate,38197.0,1,0,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,0,525,35,40,Partner,5,1,3,1,Yes
Graduate,41986.0,0,1,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,0,95,43,63,Alone,10,1,2,1,Yes
Graduate,28427.0,1,0,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,0,625,38,52,Partner,7,1,3,1,Yes
Postgraduate,37395.0,1,0,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,0,304,45,39,Partner,5,1,3,1,Yes
Graduate,64722.0,1,0,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,0,194,50,805,Partner,25,1,3,1,Yes
Postgraduate,55249.0,0,1,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,0,233,65,130,Partner,8,1,3,1,Yes
Graduate,84906.0,0,0,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,0,605,49,1631,Partner,24,0,2,0,No
Graduate,28691.0,1,0,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,608,32,34,Partner,5,1,3,1,Yes
Graduate,44213.0,1,1,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,0,372,69,152,Alone,12,2,3,1,Yes
Undergraduate,25707.0,1,0,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,0,322,37,21,Alone,5,1,2,1,Yes
Postgraduate,59062.0,2,1,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,0,636,54,71,Partner,7,3,5,1,Yes
Graduate,76624.0,0,1,68,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,0,196,59,899,Alone,23,1,2,1,Yes
Postgraduate,66000.0,0,0,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,0,230,74,711,Partner,10,0,2,0,No
Postgraduate,27683.0,1,0,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,0,972,43,351,Partner,16,1,3,1,Yes
Graduate,1730.0,0,0,65,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,0,202,50,8,Alone,15,0,1,0,No
